,timestamp,hashtags,tweets,replies,retweets,likes,username,location,friends,followers,verified,all_hashtags,all_hashtags_seg,tweets_prep,tweets_clean,label
562,2020-09-28 12:16:29,conflict,"#Turkey was the #only #country in the world that #supported the #war within the framework of the #Armenian-#Azerbaijani #conflict!
Let's #end the #war. [Karo Paylyan, Armenian MP of the Turkish parliament]
#StopAzerbaijaniAggression #StopAliyev #StopTurkey #StopTurkishAggression",,,,HermineValerik,,560,183,0,Turkey only country supported war Armenian Azerbaijani conflict end war StopAzerbaijaniAggression StopAliyev StopTurkey StopTurkishAggression,turkey only country supported war armenian azerbaijani conflict end wars top azerbaijani aggression stop aliyev stop turkey stop turkish aggression," was the   in the world that  the  within the framework of the - !Let's  the . [Karo Paylyan, Armenian MP of the Turkish parliament]   ", was the   in the world that  the  within the framework of the  Lets  the  Karo Paylyan Armenian MP of the Turkish parliament   ,Azerbaijan_Armenia
568,2020-09-28 11:32:32,conflict,#Coronavirus: UNHCR welcomes Pope Francis’ support for internally displaced @Refugees #Conflict #IDPs #COVID19 #Support #Religion,,,,APO_source,#AFRICA #MENA,6,11.1K,1,Coronavirus Conflict IDPs COVID19 Support Religion,coronavirus conflict idpscovid19 support religion,: UNHCR welcomes Pope Francis’ support for internally displaced      , UNHCR welcomes Pope Francis’ support for internally displaced      ,covid
570,2020-09-28 11:28:50,conflict,"Delighted to share ""Reflections on the post-COVID-19 World"" edited by Raul Caruso and Arzu Kibris | Open-access | https://degruyter.com/view/journals/peps/26/3/peps.26.issue-3.xml#.X3HIZo-3iFQ.twitter… | #peaceeconomics  #conflict #COVID19 #HumanRights #war #Peace",1.0,9.0,10.0,raulcaruso,,770,427,0,peaceeconomics conflict COVID19 HumanRights war Peace,peace economics conflict covid19 human rights war peace,"Delighted to share ""Reflections on the post-COVID- World"" edited by Raul Caruso and Arzu Kibris | Open-access | … |       ",Delighted to share Reflections on the postCOVID World edited by Raul Caruso and Arzu Kibris  Openaccess  …        ,covid
571,2020-09-28 11:22:49,conflict,"Turkish army, drones and aircraft.""&nbsp;""These are not only aircraft, drones, but also military units including mercenaries and other volunteers from other countries.""
#Turkish #Warplanes #conflict #Azerbaijan #weapons #drones",,,1.0,itv_sa,South Africa,393,"9,417",0,Turkish Warplanes conflict Azerbaijan weapons drones,turkish warplanes conflict azerbaijan weapons drones,"Turkish army, drones and aircraft.""&nbsp;""These are not only aircraft, drones, but also military units including mercenaries and other volunteers from other countries.""     ",Turkish army drones and aircraftnbspThese are not only aircraft drones but also military units including mercenaries and other volunteers from other countries     ,Azerbaijan_Armenia
572,2020-09-28 11:21:44,conflict,"KARABAKH LEADER SAYS TURKISH WARPLANES INVOLVED IN CONFLICT
The president of Nagorny Karabakh, Arayik Harutyunyan, announced during a press conference that Turkey is reportedly providing mercenaries 
#Turkish #Warplanes #conflict #Azerbaijan #weapons #drones",1.0,,1.0,itv_sa,South Africa,393,"9,417",0,Turkish Warplanes conflict Azerbaijan weapons drones,turkish warplanes conflict azerbaijan weapons drones,"KARABAKH LEADER SAYS TURKISH WARPLANES INVOLVED IN CONFLICTThe president of Nagorny Karabakh, Arayik Harutyunyan, announced during a press conference that Turkey is reportedly providing mercenaries      ",KARABAKH LEADER SAYS TURKISH WARPLANES INVOLVED IN CONFLICTThe president of Nagorny Karabakh Arayik Harutyunyan announced during a press conference that Turkey is reportedly providing mercenaries      ,Azerbaijan_Armenia
574,2020-09-28 11:19:35,conflict,"region of Nagorny Karabakh. Both sides also reported civilian casualties.
#dead #Azerbaijan #Armenia #conflict #halt #fighting #concern #casualties",,,,itv_sa,South Africa,393,"9,417",0,dead Azerbaijan Armenia conflict halt fighting concern casualties,dead azerbaijan armenia conflict halt fighting concern casualties,region of Nagorny Karabakh. Both sides also reported civilian casualties.       ,region of Nagorny Karabakh Both sides also reported civilian casualties       ,Azerbaijan_Armenia
575,2020-09-28 11:18:49,conflict,"DOZENS DEAD IN AZERBAIJAN ; ARMENIA CONFLICT
Armenia and Azerbaijan were on the brink of an all-out conflict on Sunday, after deadly clashes that claimed at least 24 lives over a decades-long territorial 
#dead #Azerbaijan #Armenia #conflict #halt #fighting #concern #casualties",1.0,,,itv_sa,South Africa,393,"9,417",0,dead Azerbaijan Armenia conflict halt fighting concern casualties,dead azerbaijan armenia conflict halt fighting concern casualties,"DOZENS DEAD IN AZERBAIJAN ; ARMENIA CONFLICTArmenia and Azerbaijan were on the brink of an all-out conflict on Sunday, after deadly clashes that claimed at least  lives over a decades-long territorial        ",DOZENS DEAD IN AZERBAIJAN  ARMENIA CONFLICTArmenia and Azerbaijan were on the brink of an allout conflict on Sunday after deadly clashes that claimed at least  lives over a decadeslong territorial        ,Azerbaijan_Armenia
577,2020-09-28 11:13:24,conflict,"region of Nagorny Karabakh. Both sides also reported civilian casualties.
#dead #Azerbaijan #Armenia #conflict #halt #fighting #concern #casualties",,,,itv_sa,South Africa,393,"9,417",0,dead Azerbaijan Armenia conflict halt fighting concern casualties,dead azerbaijan armenia conflict halt fighting concern casualties,region of Nagorny Karabakh. Both sides also reported civilian casualties.       ,region of Nagorny Karabakh Both sides also reported civilian casualties       ,Azerbaijan_Armenia
579,2020-09-28 10:34:55,conflict,"A primer to #Armenia, #Azerbaijan, and their conflict over #NagornoKarabakh

The region and #conflict are relatively obscure, and so I have created this brief, and hopefully neutral, ""primer"" to the nations, their allies, and the conflict.",1.0,3.0,6.0,Mihrarm,"armenia, vanadzor",544,"1,053",0,Armenia Azerbaijan NagornoKarabakh conflict,armenia azerbaijan nagorno karabakh conflict,"A primer to , , and their conflict over The region and  are relatively obscure, and so I have created this brief, and hopefully neutral, ""primer"" to the nations, their allies, and the conflict.",A primer to   and their conflict over The region and  are relatively obscure and so I have created this brief and hopefully neutral primer to the nations their allies and the conflict,Azerbaijan_Armenia
581,2020-09-28 10:32:55,conflict,#Armenia #conflict,,,,MedicaVandalica,Atrincherada en tu corazón,885,"6,577",0,Armenia conflict,armenia conflict, , ,Azerbaijan_Armenia
584,2020-09-28 10:19:20,conflict,"2015 I made a study trip to the beautiful country #Armenia . When I heard about the #conflict between #Azerbaijani  and Armenia, I thought my heart is breaking down...
@HeikoMaas",2.0,,1.0,MyYogajournal,Frankfurt (Oder),28,4,0,Armenia conflict Azerbaijani,armenia conflict azerbaijani," I made a study trip to the beautiful country  . When I heard about the  between   and Armenia, I thought my heart is breaking down...", I made a study trip to the beautiful country   When I heard about the  between   and Armenia I thought my heart is breaking down,Azerbaijan_Armenia
586,2020-09-28 09:51:31,conflict,#Turkey The #Turkish lira has fallen to new record lows against the #USD as regional #geopolitical risks have escalated with #conflict between #Azerbaijan and #Armenia. The declining #lira increases #macro risks of an external #debt #crisis. #FX #EmergingMarkets @Schuldensuehner,,1.0,1.0,rajiv_biswas,,"3,989","1,029",0,Turkey Turkish USD geopolitical conflict Azerbaijan Armenia lira macro debt crisis FX EmergingMarkets,turkey turkish usd geopolitical conflict azerbaijan armenia lira macro debt crisis fx emerging markets, The  lira has fallen to new record lows against the  as regional  risks have escalated with  between  and . The declining  increases  risks of an external  .   , The  lira has fallen to new record lows against the  as regional  risks have escalated with  between  and  The declining  increases  risks of an external     ,Azerbaijan_Armenia
587,2020-09-28 09:37:56,conflict,"#Conflict ; #Governance Evidence Summary No.19 ft. resources on: 

 African experiences of C19
 Policy responses to C19-related corruption
 An evidence summary of violence against women ; children during C19 

Read it on the #COVID19 Resource Hub  https://buff.ly/2XiXObL",,2.0,5.0,K4D_info,,585,"1,093",0,Conflict Governance COVID19,conflict governance covid19, ;  Evidence Summary No. ft. resources on:  African experiences of C Policy responses to C-related corruption An evidence summary of violence against women ; children during C Read it on the  Resource Hub  ,   Evidence Summary No ft resources on  African experiences of C Policy responses to Crelated corruption An evidence summary of violence against women  children during C Read it on the  Resource Hub  ,covid
588,2020-09-28 09:30:29,conflict,"Fragile gains made to advance #women and children’s health are threatened by #conflict, the #ClimateCrisis, and #COVID19, according to #ProtectTheProgress report by @UN_EWEC 

#genderequity",,,1.0,devaidnews,,"1,160","1,842",0,women conflict ClimateCrisis COVID19 ProtectTheProgress genderequity,women conflict climate crisis covid19 protect the progress gender equity,"Fragile gains made to advance  and children’s health are threatened by , the , and , according to  report by  ",Fragile gains made to advance  and children’s health are threatened by  the  and  according to  report by  ,covid
590,2020-09-28 09:16:07,conflict,#NagornoKarabakh  #conflict might destabilise the entire #Eurasia #Armenia #Azerbaijani  #security #geopolitics @CeSEMS  http://asrie.org/2020/09/nagorno-karabakh-a-conflict-might-destabilise-the-entire-region/…,1.0,3.0,6.0,ASRIE_Roma,Rome,490,755,0,NagornoKarabakh conflict Eurasia Armenia Azerbaijani security geopolitics,nagorno karabakh conflict eurasia armenia azerbaijani security geopolitics,   might destabilise the entire         …,   might destabilise the entire         …,Azerbaijan_Armenia
591,2020-09-28 09:13:51,conflict,A new proxy #conflict between world powers is developing in the #MiddleEast today as #Azerbaijani launches a military offensive against #Armenian separatists in heavy fighting that has left at least 16 dead and 100 wounded.,,,,domwabs,"Lyon, France",353,49,0,conflict MiddleEast Azerbaijani Armenian,conflict middle east azerbaijani armenian,A new proxy  between world powers is developing in the  today as  launches a military offensive against  separatists in heavy fighting that has left at least  dead and  wounded.,A new proxy  between world powers is developing in the  today as  launches a military offensive against  separatists in heavy fighting that has left at least  dead and  wounded,Azerbaijan_Armenia
593,2020-09-28 08:55:34,conflict,"An interesting and not a very nice point about the situation between #Azerbaijan ; #Armenia is that #socialmedia is being used to determine preliminary lists of individuals KIA. 

#geopolitics #conflict #turkey #russia #Caucasus @hrw",,,,MikkelsenDean,Basra; Ras Al Khaimah; Tunis,"1,502",250,0,Azerbaijan Armenia socialmedia geopolitics conflict turkey russia Caucasus,azerbaijan armenia social media geopolitics conflict turkey russia caucasus,An interesting and not a very nice point about the situation between  ;  is that  is being used to determine preliminary lists of individuals KIA.      ,An interesting and not a very nice point about the situation between    is that  is being used to determine preliminary lists of individuals KIA      ,Azerbaijan_Armenia
594,2020-09-28 08:54:23,conflict,Will Congo’s support for Egypt be useful in the GERD crisis? http://almon.co/3edm via @AlMonitor #Congo #DRC #GERD #Nile #Africa #Egypt #Sudan #Ethiopia #Abiy #AddisAbaba #conflict #water #dame #politics #security #geopolitics #foreignpolicy #diplomacy,,2.0,1.0,KulpaBart,"London, UK","3,771","3,841",0,Congo DRC GERD Nile Africa Egypt Sudan Ethiopia Abiy AddisAbaba conflict water dame politics security geopolitics foreignpolicy diplomacy,congo drc gerd nile africa egypt sudan ethiopia a biy add is ababa conflict water dame politics security geopolitics foreign policy diplomacy,Will Congo’s support for Egypt be useful in the GERD crisis?  via                   ,Will Congo’s support for Egypt be useful in the GERD crisis  via                   ,Africa
595,2020-09-28 08:22:23,conflict,"Why there can be no #peace: Western #arms exports fuel #conflict in #MiddleEast, #NorthAfrica",,,1.0,jessgerken,Malta,378,435,0,peace arms conflict MiddleEast NorthAfrica,peace arms conflict middle east north africa,"Why there can be no : Western  exports fuel  in , ",Why there can be no  Western  exports fuel  in  ,Africa
596,2020-09-28 07:55:49,conflict,What is the World Bank IDA doing to secur a more resilient future in #fragile and #conflict-affected settings during and after the #COVID-19 #pandemic? - a blog from our MD Axel van Trotsenburg https://lnkd.in/e5e7bVe #SustainableDevelopment #WorldBank #SDGs,,,,Scienc4Society,Global,426,326,0,fragile conflict COVID pandemic SustainableDevelopment WorldBank SDGs,fragile conflict co vid pandemic sustainable development world banks dgs,What is the World Bank IDA doing to secur a more resilient future in  and -affected settings during and after the - ? - a blog from our MD Axel van Trotsenburg    ,What is the World Bank IDA doing to secur a more resilient future in  and affected settings during and after the    a blog from our MD Axel van Trotsenburg    ,covid
601,2020-09-28 06:51:50,conflict,"Fighting flares between #Azerbaijan and #Armenia - The governments of both countries reported action with tanks, military helicopters and artillery in a rapid escalation of a long-simmering conflict. https://glykosymoritis.blogspot.com/2020/09/fighting-flares-between-azerbaijan-and.html… #nationalism #Geopolitics #war #conflict",,1.0,,glykosymoritis,"Dublin, EU",230,940,0,Azerbaijan Armenia nationalism Geopolitics war conflict,azerbaijan armenia nationalism geopolitics war conflict,"Fighting flares between  and  - The governments of both countries reported action with tanks, military helicopters and artillery in a rapid escalation of a long-simmering conflict. …    ",Fighting flares between  and   The governments of both countries reported action with tanks military helicopters and artillery in a rapid escalation of a longsimmering conflict …    ,Azerbaijan_Armenia
